component,weighted_avg_diff,total_params,max_diff,param_percentage
ffn,0.16260329992488823,2434793472,0.20680520136431063,78.89960618686148
attention,0.162036915432554,339904512,0.2413577878378899,11.014622983980685
embedding,0.11508851776472931,311164928,0.1150885177647293,10.083315304027193
norm,0.006223051767210076,75776,0.015426942893879709,0.0024555251306405735
