component,weighted_avg_diff,total_params,max_diff,param_percentage
ffn,0.0012661409479648397,1156055040,0.0014650401711482396,74.88788806351567
attention,0.0011150880511347652,154241024,0.002742126474306933,9.991552426529825
embedding,0.0006123891874546976,233373696,0.0006123891874546976,15.117674001937603
norm,9.474940603558299e-05,44544,0.00023140865294212366,0.0028855080169031067
