layer,weighted_avg_diff,total_params,max_diff
0,0.001266894853495581,77076992,0.0021677969929575843
1,0.0008540351734995798,77076992,0.0018550049165392281
2,0.001092434379094684,77076992,0.0017081783753211876
3,0.0012071438065972152,77076992,0.0021502976902066815
4,0.0012786147286039165,77076992,0.001552777301444106
5,0.0012136248017913067,77076992,0.0015707374617727444
6,0.001175343419646705,77076992,0.0015519845645423106
7,0.0012510697436415468,77076992,0.001391275189275587
8,0.0012766847281787336,77076992,0.001377981862939805
9,0.0013031227003644768,77076992,0.0014368789109258473
10,0.001337155411017987,77076992,0.0014801464046512202
11,0.0013674882921830304,77076992,0.0014794508278597749
12,0.001363119107183897,77076992,0.001485014501878327
13,0.0013968104182595163,77076992,0.0017986318370104993
14,0.0014183467359637492,77076992,0.0015478095469381847
15,0.001453578545355895,77076992,0.0016261642425968706
16,0.001492058772644708,77076992,0.00159951408726897
17,0.001526862512922178,77076992,0.0016732442771181797
18,0.0015437285865004733,77076992,0.001630823130581481
19,0.001582254868487549,77076992,0.0018877693750209872
20,0.0015564812205961537,77076992,0.00167850995113052
21,0.0015727728222019986,77076992,0.0016648595928366017
22,0.0015825387459364373,77076992,0.0016718782836238082
23,0.0016011771953500457,77076992,0.0017669692581111862
24,0.0015973297157303836,77076992,0.0016523408220592136
25,0.0015877626702969498,77076992,0.0020505272576135884
26,0.0015612645593111305,77076992,0.0016975790714187902
27,0.0015337325469604083,77076992,0.0019438928781875843
28,0.0015105950414834187,77076992,0.0018565273163087975
29,0.0014893639940615749,77076992,0.0018407633035202428
30,0.0014699632495129523,77076992,0.0021147154635088065
31,0.0014408882091289908,77076992,0.002113218895236447
32,0.0014062305768322717,77076992,0.002256628271145982
33,0.0013795646853717023,77076992,0.002476380356926698
34,0.0013761905648012273,77076992,0.002190776217179993
35,0.0013580377133321814,77076992,0.0022154278000342874
