component,weighted_avg_diff,total_params,max_diff,param_percentage
attention,0.000597009614356082,339904512,0.0010213569455372084,11.014622983980685
ffn,0.000577674755968062,2434793472,0.0009764795256763262,78.89960618686148
embedding,0.00020423497908725612,311164928,0.00020423497908725612,10.083315304027193
norm,9.973750950163926e-07,75776,9.589402506500629e-06,0.0024555251306405735
