component,weighted_avg_diff,total_params,max_diff,param_percentage
attention,0.0014230022904601766,339904512,0.002391092379255027,11.014622983980685
ffn,0.0013303417781805383,2434793472,0.0015735868676188607,78.89960618686148
embedding,0.00037392647006560814,311164928,0.00037392647006560814,10.083315304027193
norm,2.0951765582165996e-06,75776,2.2279619936605334e-05,0.0024555251306405735
