layer,weighted_avg_diff,total_params,max_diff
0,0.0012008331334648354,77076992,0.002094252344324771
1,0.0008085253768176392,77076992,0.0017659970716779167
2,0.0010308975865257024,77076992,0.0016312812082921885
3,0.0011475413132258907,77076992,0.0020571268913021903
4,0.00121575354111367,77076992,0.001491588853342666
5,0.0011518914167275547,77076992,0.0015010154525789653
6,0.0011185250868086954,77076992,0.0014867607178974413
7,0.0011922101690588906,77076992,0.0013361404900450533
8,0.0012170413540574067,77076992,0.001322932800250404
9,0.0012414943510053005,77076992,0.0013803160046943273
10,0.0012758721341256266,77076992,0.0014147023957056487
11,0.0013081796139070947,77076992,0.0014189768931642645
12,0.0013040411509568743,77076992,0.0014242740574206443
13,0.0013372573330284363,77076992,0.0017350865724701401
14,0.0013581861771283237,77076992,0.0014912711412521516
15,0.0013909956580695133,77076992,0.001561768859158787
16,0.0014284652373426233,77076992,0.0015384958780018997
17,0.001463289516745274,77076992,0.0016124960981965066
18,0.0014801086491884599,77076992,0.001572620079608569
19,0.0015181997672948128,77076992,0.0018246873547852717
20,0.0014936256583068064,77076992,0.0016020317166872448
21,0.0015093137464256673,77076992,0.0016096085882506075
22,0.0015183290424262794,77076992,0.0016081856117771897
23,0.0015374392289311067,77076992,0.0017100852898431205
24,0.001533363448615042,77076992,0.0015951570059097168
25,0.0015247723065881815,77076992,0.0019719164735046706
26,0.0015010138917586318,77076992,0.0016304560318864672
27,0.0014762777161230543,77076992,0.0018783384147962664
28,0.0014545368813231436,77076992,0.0017853879261979597
29,0.001434806700366275,77076992,0.0017854035946552568
30,0.001418195612680082,77076992,0.0020470494403746066
31,0.0013877160996068289,77076992,0.002047437288908028
32,0.0013542288638344515,77076992,0.0021877758655134056
33,0.0013286486011877714,77076992,0.002391092379255027
34,0.0013264665933849708,77076992,0.002125440689297752
35,0.001311617398608902,77076992,0.0021432237850824124
