component,weighted_avg_diff,total_params,max_diff,param_percentage
attention,0.0014911703927148897,339904512,0.0024845037889067436,11.014622983980685
ffn,0.001399199211442509,2434793472,0.0016554427743457958,78.89960618686148
embedding,0.0004164337320062395,311164928,0.0004164337320062395,10.083315304027193
norm,2.1806360906875123e-06,75776,2.489035126824524e-05,0.0024555251306405735
