param_name,layer_num,component,param_count,relative_l2_diff,model_index
layers.23.mlp.up_proj.weight,23,ffn,22544384,0.0015379241157172801,7
layers.34.self_attn.k_proj.bias,34,attention,256,1.0209225599318769e-05,7
layers.17.self_attn.k_proj.weight,17,attention,524288,0.0014437894265639253,7
layers.27.mlp.up_proj.weight,27,ffn,22544384,0.001462247024607852,7
layers.0.self_attn.k_proj.weight,0,attention,524288,0.0004789352584200836,7
layers.11.post_attention_layernorm.weight,11,attention,2048,1.4286424516417421e-06,7
layers.3.mlp.down_proj.weight,3,ffn,22544384,0.0012252438287098492,7
layers.8.self_attn.q_proj.bias,8,attention,2048,3.990229531012989e-06,7
layers.23.self_attn.k_proj.bias,23,attention,256,1.7907491939824647e-05,7
layers.12.self_attn.o_proj.weight,12,attention,4194304,0.0013527532194522506,7
layers.22.self_attn.o_proj.weight,22,attention,4194304,0.0016400766403869029,7
layers.0.mlp.up_proj.weight,0,ffn,22544384,0.0013519327167086433,7
layers.35.self_attn.q_proj.bias,35,attention,2048,8.793326136683361e-06,7
layers.2.input_layernorm.weight,2,norm,2048,1.2569327111242769e-05,7
layers.4.mlp.down_proj.weight,4,ffn,22544384,0.0013544122119433677,7
layers.16.self_attn.q_proj.bias,16,attention,2048,7.741550080271163e-06,7
layers.17.mlp.up_proj.weight,17,ffn,22544384,0.001487379696390174,7
layers.30.self_attn.k_proj.bias,30,attention,256,2.0385590569488083e-05,7
layers.8.self_attn.k_proj.weight,8,attention,524288,0.0011143085102560647,7
layers.30.self_attn.v_proj.bias,30,attention,256,0.00017324413551766564,7
layers.9.self_attn.k_proj.bias,9,attention,256,2.6716392102972835e-05,7
layers.13.self_attn.o_proj.weight,13,attention,4194304,0.0016819562452319572,7
layers.16.self_attn.v_proj.bias,16,attention,256,0.0005636722141105644,7
layers.18.self_attn.q_proj.bias,18,attention,2048,8.873387752667412e-06,7
layers.28.mlp.up_proj.weight,28,ffn,22544384,0.0014466929701495476,7
layers.33.input_layernorm.weight,33,norm,2048,1.0380295179554831e-06,7
layers.26.self_attn.o_proj.weight,26,attention,4194304,0.0016294964333773007,7
layers.26.mlp.up_proj.weight,26,ffn,22544384,0.0014810224445912699,7
layers.11.mlp.down_proj.weight,11,ffn,22544384,0.0014794508278597749,7
layers.21.self_attn.q_proj.weight,21,attention,4194304,0.0016185278297704778,7
layers.27.mlp.gate_proj.weight,27,ffn,22544384,0.00158617038171165,7
layers.6.mlp.up_proj.weight,6,ffn,22544384,0.001152755374021767,7
layers.26.mlp.down_proj.weight,26,ffn,22544384,0.0015335421022491785,7
layers.4.input_layernorm.weight,4,norm,2048,5.040250276235226e-06,7
layers.22.self_attn.k_proj.weight,22,attention,524288,0.0016718782836238082,7
layers.9.self_attn.q_proj.weight,9,attention,4194304,0.0012423566003218472,7
layers.34.self_attn.v_proj.bias,34,attention,256,8.686158877910141e-06,7
layers.20.self_attn.k_proj.weight,20,attention,524288,0.00167850995113052,7
layers.31.self_attn.o_proj.weight,31,attention,4194304,0.0015189338054841755,7
layers.35.input_layernorm.weight,35,norm,2048,0.0,7
layers.23.self_attn.q_proj.bias,23,attention,2048,9.87792136164027e-06,7
layers.4.post_attention_layernorm.weight,4,attention,2048,1.1346835502231552e-06,7
layers.5.self_attn.k_proj.weight,5,attention,524288,0.00106237997803986,7
layers.19.self_attn.q_proj.weight,19,attention,4194304,0.0015388674900893885,7
layers.19.input_layernorm.weight,19,norm,2048,0.0,7
layers.1.self_attn.v_proj.bias,1,attention,256,0.0001670010163289059,7
layers.6.mlp.gate_proj.weight,6,ffn,22544384,0.001119613269118453,7
layers.10.self_attn.k_proj.bias,10,attention,256,2.4659244327249248e-05,7
layers.23.post_attention_layernorm.weight,23,attention,2048,1.034414967735209e-06,7
layers.4.self_attn.o_proj.weight,4,attention,4194304,0.001552777301444106,7
layers.18.mlp.down_proj.weight,18,ffn,22544384,0.0015828639399101377,7
layers.30.mlp.gate_proj.weight,30,ffn,22544384,0.0015538603187263342,7
layers.33.mlp.gate_proj.weight,33,ffn,22544384,0.0015369033363087248,7
layers.18.self_attn.k_proj.bias,18,attention,256,5.089246287522259e-06,7
layers.9.mlp.up_proj.weight,9,ffn,22544384,0.0013757062996384308,7
layers.10.input_layernorm.weight,10,norm,2048,7.830449836323421e-07,7
layers.19.self_attn.o_proj.weight,19,attention,4194304,0.0017811442674381932,7
layers.5.self_attn.q_proj.weight,5,attention,4194304,0.0011626216304838975,7
layers.33.self_attn.k_proj.bias,33,attention,256,1.3808655852487816e-05,7
layers.30.self_attn.k_proj.weight,30,attention,524288,0.0021147154635088065,7
layers.21.post_attention_layernorm.weight,21,attention,2048,9.516928305697588e-07,7
layers.8.self_attn.v_proj.bias,8,attention,256,0.0007545515589624418,7
layers.1.self_attn.q_proj.bias,1,attention,2048,1.2052461716297722e-05,7
