component,weighted_avg_diff,total_params,max_diff,param_percentage
attention,0.0014946130985771108,339904512,0.0024894393159905093,11.014622983980685
ffn,0.0014026956257652049,2434793472,0.0016608344946789908,78.89960618686148
embedding,0.00041915453317240047,311164928,0.00041915453317240047,10.083315304027193
norm,2.2395870194004706e-06,75776,2.649545377776305e-05,0.0024555251306405735
