layer,weighted_avg_diff,total_params,max_diff
0,0.1434868886512163,77076992,0.15546089358172432
1,0.08959633219392957,77076992,0.17345968661348649
2,0.13621149339943817,77076992,0.16975246858611948
3,0.13802657397071955,77076992,0.19793401859883525
4,0.13551291106666716,77076992,0.15606494592507134
5,0.13148164281498353,77076992,0.16390351969747458
6,0.13247472175763028,77076992,0.14546524442801106
7,0.13949991952715698,77076992,0.16399062806101106
8,0.14163282724931237,77076992,0.1618866394496254
9,0.14253697955290096,77076992,0.15191883431152933
10,0.1440992316303462,77076992,0.16228779095410317
11,0.1429990788687392,77076992,0.16554555268015342
12,0.14074854860404276,77076992,0.16681577207743808
13,0.14513692201939046,77076992,0.15786239486962259
14,0.14645604427680636,77076992,0.16400353676960983
15,0.15158389773893746,77076992,0.1693120266757994
16,0.15821020687846646,77076992,0.1737887574446594
17,0.16426971789674574,77076992,0.17966565871067755
18,0.16609645992407948,77076992,0.1823036853181959
19,0.17298563937321293,77076992,0.19086984002377527
20,0.16733806709131904,77076992,0.1887329536644033
21,0.1708562624844498,77076992,0.18727873187368937
22,0.1737115004915171,77076992,0.19127508226365214
23,0.17729864895716382,77076992,0.19567818484687166
24,0.17739801700097546,77076992,0.19632552506989256
25,0.17764912813658387,77076992,0.19516500586738028
26,0.17355619416074383,77076992,0.19627058388709082
27,0.17259798772900226,77076992,0.19371313532229492
28,0.1716362050127195,77076992,0.19039889290255663
29,0.1723337588645866,77076992,0.19179166422154453
30,0.17047148061383358,77076992,0.198035927865276
31,0.1662773788411479,77076992,0.19086116317125246
32,0.16656345151961768,77076992,0.2084879152867632
33,0.16344641373653065,77076992,0.22627163227515654
34,0.1589250950241123,77076992,0.21149458843484267
35,0.14095967598741835,77076992,0.21350812046188225
