component,weighted_avg_diff,total_params,max_diff,param_percentage
attention,0.0012000648233864216,339904512,0.0020762712906770646,11.014622983980685
ffn,0.0011112657092610255,2434793472,0.0013316408503614174,78.89960618686148
embedding,0.000275683752962236,311164928,0.000275683752962236,10.083315304027193
norm,1.6081025736174326e-06,75776,1.6787158732347223e-05,0.0024555251306405735
