layer,weighted_avg_diff,total_params,max_diff
0,0.0011278580035635553,77076992,0.001991335041952245
1,0.0007601904887941114,77076992,0.0016677848172957713
2,0.0009642689578887579,77076992,0.001557128468044124
3,0.0010824786582472512,77076992,0.001943115687824532
4,0.0011424278622458946,77076992,0.0014056976935514663
5,0.0010809471691700118,77076992,0.0014189916738984337
6,0.0010487329072165332,77076992,0.0014055804043792296
7,0.001122886691969012,77076992,0.001265444892269682
8,0.0011463264409457639,77076992,0.001256931273206313
9,0.0011702834213619152,77076992,0.001304525696532271
10,0.0012039957235167073,77076992,0.0013393315235347705
11,0.001237749201408194,77076992,0.001345304481437004
12,0.0012348994574021242,77076992,0.0013507669515180013
13,0.0012681140464816758,77076992,0.0016475586391474233
14,0.0012895016345271443,77076992,0.001420999912108989
15,0.001322152053172028,77076992,0.0014924955592499677
16,0.0013573835955807455,77076992,0.001466149673545649
17,0.0013925708117948894,77076992,0.0015390602562117691
18,0.0014103245721248394,77076992,0.0015059814782677516
19,0.001446960430543776,77076992,0.0017465004240873252
20,0.0014260102854405335,77076992,0.0015361654214748701
21,0.0014411091866120076,77076992,0.0015409210587490813
22,0.0014503020857979032,77076992,0.0015411122977141518
23,0.0014703235907904864,77076992,0.001644504962292089
24,0.0014662627490234007,77076992,0.001532410904027953
25,0.0014589171156520705,77076992,0.0019001579051768208
26,0.0014376305577688852,77076992,0.0015616455242828925
27,0.00141442788799547,77076992,0.001805783775879001
28,0.0013927356231836694,77076992,0.0017152108208900322
29,0.0013743185326515251,77076992,0.0017418773267936607
30,0.0013577835823376401,77076992,0.0019767913646240496
31,0.0013263432013947514,77076992,0.00195363430585143
32,0.001296026256769438,77076992,0.0020983315451204056
33,0.0012713301135993766,77076992,0.002291342905735687
34,0.0012699662843353955,77076992,0.0020503367249007282
35,0.0012565745082858415,77076992,0.00207775685152637
