component,weighted_avg_diff,total_params,max_diff,param_percentage
attention,0.0013547310278871879,339904512,0.002291342905735687,11.014622983980685
ffn,0.0012645445789601327,2434793472,0.0015044970375282108,78.89960618686148
embedding,0.00034198914396303773,311164928,0.00034198914396303773,10.083315304027193
norm,2.120216188986698e-06,75776,2.3631258016557953e-05,0.0024555251306405735
