component,weighted_avg_diff,total_params,max_diff,param_percentage
ffn,0.15460621645024059,2434793472,0.19632552506989256,78.89960618686148
attention,0.15423966227037697,339904512,0.22627163227515654,11.014622983980685
embedding,0.11064330519117865,311164928,0.11064330519117865,10.083315304027193
norm,0.006025982564117078,75776,0.014315597182420437,0.0024555251306405735
