layer,weighted_avg_diff,total_params,max_diff
0,0.0009693528390681625,77076992,0.001757158542273984
1,0.0006438923138329721,77076992,0.0014610766036268858
2,0.0008191724943984524,77076992,0.0013681002890330368
3,0.0009351243476157491,77076992,0.0016911594618039556
4,0.000987850239952976,77076992,0.0012356962001115902
5,0.0009347294436201154,77076992,0.00124920954207273
6,0.0009080533696131989,77076992,0.0012385988329296418
7,0.0009758755621375768,77076992,0.0011172502295561993
8,0.0009946775727385066,77076992,0.0011090980383995964
9,0.0010159596305523582,77076992,0.0011486752538201073
10,0.001048444701073661,77076992,0.0011711061052227028
11,0.001086134354253789,77076992,0.001184393242422974
12,0.0010823878511967747,77076992,0.0011893575433200665
13,0.0011136851373673643,77076992,0.0014491222986478698
14,0.0011342252322840368,77076992,0.0012654045236550635
15,0.001165060408256994,77076992,0.0013194931465858992
16,0.0011971799137969967,77076992,0.0013008724957733198
17,0.0012301884078327373,77076992,0.0013718346581388366
18,0.0012477696600299557,77076992,0.0013444374706688886
19,0.0012823726289180229,77076992,0.0015744421947659077
20,0.001264949482335108,77076992,0.0013911069865444037
21,0.0012776131730000613,77076992,0.0013782000853850564
22,0.0012867288913488866,77076992,0.0013792802340600774
23,0.0013049554663971143,77076992,0.001476073880743356
24,0.0013021892766785423,77076992,0.0013735643867822406
25,0.0012965934083295765,77076992,0.0017139126388340312
26,0.0012765439249943008,77076992,0.001399483777989851
27,0.001257263106216974,77076992,0.001621044211857521
28,0.0012374079405029186,77076992,0.0015401631754609676
29,0.001219731512833386,77076992,0.0015920655279978435
30,0.0012051387792863485,77076992,0.0017881609756856508
31,0.0011781865893386527,77076992,0.0017576553073826886
32,0.0011477488258827126,77076992,0.0019048136822798665
33,0.001126094459428678,77076992,0.0020762712906770646
34,0.001125757073247316,77076992,0.0018483135372369852
35,0.0011170644214345904,77076992,0.001859566303793064
