param_name,layer_num,component,param_count,relative_l2_diff,model_index
layers.25.self_attn.v_proj.bias,25,attention,256,0.00040412308518117087,4
layers.11.self_attn.v_proj.bias,11,attention,256,0.00024217969359665773,4
layers.16.self_attn.q_proj.weight,16,attention,4194304,0.0012618269744217416,4
layers.4.mlp.gate_proj.weight,4,ffn,22544384,0.0010627911802394967,4
layers.31.mlp.gate_proj.weight,31,ffn,22544384,0.0014326897412690173,4
layers.7.post_attention_layernorm.weight,7,attention,2048,1.1258147233787233e-06,4
layers.6.self_attn.o_proj.weight,6,attention,4194304,0.001299263806774806,4
layers.13.mlp.up_proj.weight,13,ffn,22544384,0.0012425313637183582,4
layers.22.post_attention_layernorm.weight,22,attention,2048,1.6142123150588218e-06,4
layers.3.mlp.gate_proj.weight,3,ffn,22544384,0.001116750257660376,4
layers.21.mlp.down_proj.weight,21,ffn,22544384,0.0014706680667165078,4
layers.16.mlp.gate_proj.weight,16,ffn,22544384,0.0013254682504964018,4
layers.25.mlp.gate_proj.weight,25,ffn,22544384,0.001491889415443647,4
layers.33.self_attn.o_proj.weight,33,attention,4194304,0.001092769433257306,4
layers.23.mlp.down_proj.weight,23,ffn,22544384,0.0014686533715523073,4
layers.10.mlp.down_proj.weight,10,ffn,22544384,0.0013393315235347705,4
layers.18.self_attn.v_proj.weight,18,attention,524288,0.00143141350780537,4
layers.14.mlp.up_proj.weight,14,ffn,22544384,0.0012786332901470632,4
layers.22.mlp.down_proj.weight,22,ffn,22544384,0.0014751281772940302,4
layers.8.self_attn.v_proj.weight,8,attention,524288,0.001209108126141121,4
layers.22.self_attn.q_proj.weight,22,attention,4194304,0.0014820297280739695,4
layers.5.mlp.gate_proj.weight,5,ffn,22544384,0.0010075573076602682,4
layers.32.mlp.gate_proj.weight,32,ffn,22544384,0.001413374024672073,4
layers.12.self_attn.v_proj.weight,12,attention,524288,0.0012192990883727389,4
layers.17.mlp.down_proj.weight,17,ffn,22544384,0.001413572001720353,4
layers.13.self_attn.v_proj.weight,13,attention,524288,0.0016475586391474233,4
layers.12.self_attn.k_proj.bias,12,attention,256,1.2057148721725219e-05,4
layers.13.self_attn.k_proj.bias,13,attention,256,1.935441936896205e-05,4
layers.33.self_attn.v_proj.bias,33,attention,256,3.065579044098646e-05,4
layers.14.self_attn.v_proj.bias,14,attention,256,0.00034863753997997274,4
layers.1.mlp.up_proj.weight,1,ffn,22544384,0.00043418415475452934,4
layers.20.mlp.up_proj.weight,20,ffn,22544384,0.0013835051125244131,4
layers.20.mlp.down_proj.weight,20,ffn,22544384,0.0014332966828925035,4
layers.1.self_attn.k_proj.bias,1,attention,256,9.40342157395652e-07,4
layers.20.self_attn.q_proj.weight,20,attention,4194304,0.0014931390224425208,4
layers.32.self_attn.k_proj.weight,32,attention,524288,0.0020983315451204056,4
layers.35.self_attn.o_proj.weight,35,attention,4194304,0.0012145427412973652,4
layers.30.input_layernorm.weight,30,norm,2048,0.0,4
layers.18.self_attn.k_proj.weight,18,attention,524288,0.0012607005252147007,4
layers.27.self_attn.v_proj.bias,27,attention,256,0.00015161659685745252,4
layers.10.self_attn.o_proj.weight,10,attention,4194304,0.0012772904439204695,4
layers.22.self_attn.v_proj.weight,22,attention,524288,0.001432944473088431,4
layers.24.self_attn.k_proj.weight,24,attention,524288,0.0014069900884633797,4
layers.11.self_attn.o_proj.weight,11,attention,4194304,0.0012615949432429636,4
layers.35.self_attn.k_proj.bias,35,attention,256,0.0,4
layers.25.self_attn.v_proj.weight,25,attention,524288,0.001383670824511839,4
layers.25.self_attn.k_proj.weight,25,attention,524288,0.0019001579051768208,4
layers.11.self_attn.k_proj.bias,11,attention,256,2.2765889188509942e-05,4
