component,weighted_avg_diff,total_params,max_diff,param_percentage
attention,0.001494992904201905,339904512,0.002493164994289248,11.014622983980685
ffn,0.001403117420131047,2434793472,0.0016622256501689268,78.89960618686148
embedding,0.0004207528824177321,311164928,0.0004207528824177321,10.083315304027193
norm,2.319372728744828e-06,75776,2.883468506188679e-05,0.0024555251306405735
